SCHID,C0196,C0198,C0200,C0202,C0204,C0194,C0560,C0562,FR_LVEL,FR_SIZE,FR_URBAN,INVASIVE,C0190,C0284,C0288,C0308,SVINC08,FR_CATMN,FINALWGT,REPWGT1,REPWGT2,REPWGT3,REPWGT4,REPWGT5,REPWGT6,REPWGT7,REPWGT8,REPWGT9,REPWGT10,REPWGT11,REPWGT12,REPWGT13,REPWGT14,REPWGT15,REPWGT16,REPWGT17,REPWGT18,REPWGT19,REPWGT20,REPWGT21,REPWGT22,REPWGT23,REPWGT24,REPWGT25,REPWGT26,REPWGT27,REPWGT28,REPWGT29,REPWGT30,REPWGT31,REPWGT32,REPWGT33,REPWGT34,REPWGT35,REPWGT36,REPWGT37,REPWGT38,REPWGT39,REPWGT40,REPWGT41,REPWGT42,REPWGT43,REPWGT44,REPWGT45,REPWGT46,REPWGT47,REPWGT48,REPWGT49,REPWGT50,IC0110,IC0112,IC0114,IC0116,IC0120,IC0122,IC0124,IC0126,IC0128,IC0130,IC0132,IC0134,IC0136,IC0138,IC0140,IC0141,IC0142,IC0143,IC0144,IC0146,IC0148,IC0150,IC0152,IC0154,IC0156,IC0158,IC0160,IC0162,IC0164,IC0166,IC0168,IC0169,IC0170,IC0171,IC0172,IC0173,IC0174,IC0176,IC0178,IC0180,IC0182,IC0184,IC0186,IC0188,IC0190,IC0192,IC0194,IC0196,IC0198,IC0200,IC0202,IC0204,IC0206,IC0208,IC0210,IC0212,IC0214,IC0216,IC0218,IC0220,IC0222,IC0224,IC0226,IC0228,IC0230,IC0244,IC0246,IC0248,IC0250,IC0252,IC0254,IC0256,IC0258,IC0260,IC0262,IC0264,IC0266,IC0268,IC0270,IC0272,IC0274,IC0276,IC0280,IC0282,IC0284,IC0286,IC0288,IC0290,IC0292,IC0294,IC0296,IC0298,IC0300,IC0302,IC0304,IC0306,IC0308,IC0374,IC0376,IC0378,IC0380,IC0382,IC0384,IC0386,IC0388,IC0390,IC0392,IC0394,IC0396,IC0398,IC0400,IC0402,IC0404,IC0406,IC0408,IC0410,IC0412,IC0414,IC0416,IC0418,IC0420,IC0422,IC0424,IC0426,IC0428,IC0430,IC0432,IC0434,IC0436,IC0438,IC0440,IC0442,IC0444,IC0446,IC0448,IC0450,IC0452,IC0454,IC0456,IC0508,IC0510,IC0512,IC0514,IC0516,IC0518,IC0520,IC0526,IC0528,IC0532,IC0534,IC0536,IC0538,IC0540,IC0542,IC0544,IC0546,IC0556,IC0558,IC0560,IC0562,IC0568,IC0570,IC0572,C0116,C0120,C0124,C0126
2053,3,3,3,1,1,2,2,2,1,3,1,0,1,2,2,2,6.0,4.0,64.22644341374445,65.64796506834583,65.65013237940676,64.84522030323133,65.85299280891493,65.64118443541419,66.1041783940084,64.54063326946786,65.99167908407867,65.51411041033938,66.0340929865844,65.05226819471338,66.08125792230693,66.16140268447148,66.1400140163462,64.75589642775623,65.3925747907174,65.79360897529449,65.58624781579623,64.9635732346754,65.57436996235697,65.31860185793379,65.91880370040019,65.9625061852477,65.96342875517526,65.71688981193567,65.58715744215455,66.07695854470786,66.3257246243252,0.0,66.24817334683786,65.21600445922586,65.57109528261796,64.68496156755234,65.41208386340597,65.69057593846125,65.3274731484457,64.97895011339787,65.54493106132108,64.50263233517228,65.97734611805389,65.46583577091131,65.38323689933573,65.34000920624912,66.1379674178345,65.51060678001684,65.24923525071206,64.63734041573036,65.31331960227975,64.67085422382185,65.73395429247243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
2054,2,4,4,1,2,2,3,3,3,4,1,0,2,3,3,2,0.0,3.0,9.098795307571809,9.366619236954131,9.196524713788603,9.332658466471381,9.288547313182375,9.292748000438014,9.307448460151285,9.311206821774393,9.363541643698426,9.28869077060215,9.284162552989132,9.332199410266611,9.299423808380821,9.28763560038697,9.330816287746112,9.319926979513538,0.0,9.283725866691439,9.29736131176354,9.321715069950823,9.241516467742793,9.368224668627708,9.214738705824038,9.188979723444243,9.221070144327221,9.248509054578527,9.245387089193718,9.291861802497854,9.337390453345424,9.274751364004363,9.332871120620903,9.2480268076903,9.28749810312321,9.241835118866513,9.205148243302583,9.28132106774107,9.293132458964417,9.239960738976928,9.254917048962236,9.315234115044621,9.238841443512657,9.2421470300027,9.258462699861322,9.268574282750162,9.165812317357663,9.2101794303508715,9.366594489933046,9.30656759607373,9.324687821252354,9.438240719206245,9.340894395452047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
2055,4,4,4,1,1,2,3,3,2,1,3,0,2,3,3,2,0.0,1.0,23.862913640573666,24.42729877554152,24.2769937625183,24.556009755722886,24.508469812605657,23.998984819621526,23.41351168066276,24.35674700984054,24.327495900105163,24.735660041684564,23.87043976845909,24.63599724657744,24.23642246181788,24.390304289572008,24.621702554468733,24.36425475067754,24.72549458113454,24.10204573874486,23.73797326061839,0.0,24.57831879198263,24.439360664816643,24.61445732773709,24.19985109940417,24.41885254951236,23.97518216966004,24.444379234460246,24.162711557759057,24.305139136267652,24.67499749555414,24.5522472756825,24.123342612613968,24.318085333371283,24.394149674213033,24.318013988225722,24.62451169460512,24.645592429102443,24.816332916660876,24.308670065337484,24.709192093893513,24.488149102653342,24.63117996314635,24.721613125791663,24.347525138473543,24.143573265754092,24.44110160315722,23.804897468037638,24.1702202765569,23.647576932683194,24.43757958546228,24.620822185286592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
2057,4,4,2,2,1,2,2,2,1,1,2,0,1,2,2,2,0.0,3.0,103.89821960509734,107.20942047252339,105.63983835678192,107.52868337030657,107.51337884665624,106.25831829651437,106.7100500568184,106.33435714149927,106.35838048184533,106.6041185777026,105.73263058850817,106.95478568098449,105.25364038269808,104.08168111115333,106.62403137304105,107.313270039406,105.47896935337786,106.50406134361931,106.1603591386308,105.94788695862879,104.86622802342296,106.24323009887438,105.27584149013202,106.53993011627502,105.14128286136237,105.55544988382756,105.88600582795739,107.37531149909465,106.97433230659891,106.20511115481052,105.85453135903366,104.83897859936377,107.28295362312736,106.33759333010805,105.31432951689798,105.67463207573574,105.75837514301709,106.83289366347778,106.32625562696458,106.54212308696705,105.44001395365568,106.33341381578066,105.98495573139245,105.2135247197734,104.89948997818891,103.65079600796467,105.17768213841732,107.29517787623108,106.259041502662,0.0,104.15734830565026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
2058,3,2,3,1,1,2,3,3,2,3,2,1,1,2,2,2,0.0,1.0,13.688767229680275,14.050479528128902,13.961979816748736,13.929945926983452,13.980375788847853,13.958517719072159,0.0,13.892634847858856,13.822359627963106,14.108631212297306,14.081055792925596,13.978281145232119,14.078606896739485,14.169902589716607,14.0059803923513,13.843000720948128,13.87889918521509,14.005581093936431,14.089852808370106,13.879496913922159,14.121283390606132,14.003784626172736,13.971469848538923,13.970306169273721,13.996325231058734,14.048464094687764,14.070588681642974,13.913565658825313,14.067762720976068,13.867993266711894,13.877894184903628,13.979581070435566,13.921174190612875,13.956747711087733,14.018366846576678,13.945431984989861,14.010278923016587,13.8585242784464,13.81589628115391,13.832407553558607,13.805588591175296,13.875314270419553,13.957776923717356,14.134925760391017,14.137948474496925,14.084344813318577,13.97188456544919,13.791390462072766,13.76122966659555,14.00889410551897,13.904687025503696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0
2059,3,2,3,3,1,2,3,3,3,4,2,1,1,3,2,2,37.0,1.0,9.797339276191632,9.913235642247061,10.033251186776106,9.93816646945375,9.839991247847447,9.924920803894214,10.003443504707814,0.0,10.100287750160952,9.956741073208617,10.07330139377835,10.089361227099218,9.93176154013299,10.102986820000972,10.018035860908142,9.961208948492764,10.026899358539598,10.016432998041306,10.010541492373745,9.901060131893091,10.018846428390775,9.939207662279026,10.116541355199656,10.04365330306013,10.11219643884103,10.18048620767423,10.139207538738052,10.057856047359415,10.04797410008472,10.063892310342062,10.031309153067825,9.983497799395865,9.843515102705924,9.922815847294975,9.966758293236508,10.00583294224299,10.041654759991387,9.999560726581391,9.865582802234957,9.936089024787679,10.019671266275967,9.922789926141336,10.021383807278387,9.978961504060319,10.048678057788765,9.990451634919433,9.938726637421608,10.040496481137591,9.932924738008042,9.966983961710207,9.957612990672308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0
2060,3,2,2,1,2,2,3,3,3,4,4,1,2,3,3,2,0.0,2.0,9.440909447202076,9.678695436683974,9.653446279762191,9.472189827273134,9.597859890847195,9.726468647639784,9.627918363278322,9.803774914891635,9.59321821475739,9.73407533632347,9.502071739142082,9.583118321890069,9.639269036010162,9.609776474558075,9.398248373594095,9.563392658869896,9.530480357666786,9.669339662680889,9.617336110736915,9.671900168534565,9.605017897370109,0.0,9.50360493613249,9.688226475805784,9.616331457470434,9.647689087566121,9.607586639815665,9.677303648728275,9.551820113722883,9.664808201048253,9.711159531091877,9.66230102308512,9.622064912525971,9.673131301003254,9.538780111643765,9.583540740539293,9.725537782447889,9.782649203046676,9.7278698377298909,9.67647827601394,9.580132704749,9.749711876356738,9.807472552033943,9.794879226696013,9.689345399150639,9.665554532959513,9.509590674812966,9.667922969007957,9.643637546442278,9.602239976696545,9.496949986028625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0
2063,3,3,2,1,2,2,2,3,2,3,3,1,2,2,2,2,0.0,1.0,17.178152073003123,17.663107213503128,17.648932918586734,17.451605756482962,17.463639579560066,17.408678500246744,16.834459729867454,17.583779693040363,17.688140667414963,17.740000472083562,17.096558738517064,17.526038355045714,17.570225561917685,17.481043738878782,17.879217546771056,17.474731747766175,17.70165583401769,17.645738161432064,17.316942062790062,17.60371860483512,17.830970645179868,17.55481106807745,17.66262492875974,17.688548809497327,17.714545067548794,17.320782443712872,17.63673980002634,17.424272838735845,17.624973104021436,17.82602015837692,17.651982325189618,17.372235720243875,17.612343211534903,17.5870315858184,17.534620648776208,17.554865594163832,0.0,17.50175649048345,17.63552437311113,17.597889920341395,17.61936949652046,17.603553907509575,17.492704539669624,17.62011426733317,17.351886459517054,17.47071192282111,16.941704049150143,17.41598794716657,17.187992876513338,17.55295041403378,17.52926133540205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0
2064,1,1,1,5,1,2,4,2,3,4,2,1,2,2,1,2,0.0,1.0,9.797339276191632,9.913235642247061,10.033251186776106,9.93816646945375,9.839991247847447,9.924920803894214,10.003443504707814,9.918057472180761,0.0,9.956741073208617,10.07330139377835,10.089361227099218,9.93176154013299,10.102986820000972,10.018035860908142,9.961208948492764,10.026899358539598,10.016432998041306,10.010541492373745,9.901060131893091,10.018846428390775,9.939207662279026,10.116541355199656,10.04365330306013,10.11219643884103,10.18048620767423,10.139207538738052,10.057856047359415,10.04797410008472,10.063892310342062,10.031309153067825,9.983497799395865,9.843515102705924,9.922815847294975,9.966758293236508,10.00583294224299,10.041654759991387,9.999560726581391,9.865582802234957,9.936089024787679,10.019671266275967,9.922789926141336,10.021383807278387,9.978961504060319,10.048678057788765,9.990451634919433,9.938726637421608,10.040496481137591,9.932924738008042,9.966983961710207,9.957612990672308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0
2065,3,1,3,2,1,2,3,3,2,3,2,0,1,1,1,2,1.0,4.0,16.017388778224756,16.48780059258877,16.45864998613105,16.473016149775564,16.486420936195746,16.330272097452106,16.37239358205768,16.379463349527022,16.40389634101302,16.39522678151499,16.55086820086702,16.41755752710935,16.252372106637765,16.358103069283835,16.422951537467956,16.263252994907695,16.216388829612182,16.43006915669479,16.391720037385443,16.384082939781415,16.33881485830307,16.359859514315403,16.257735275950473,16.316684395168927,16.21959634830823,16.22298889810852,16.412371067595046,16.386717388881085,16.485388730245184,16.409692246444187,16.29109916266151,16.329647794293226,16.334543028000834,16.313702701087486,16.32627124899769,16.243014761620465,16.361330133332675,16.27508627716315,16.246943080660724,16.123540785628673,16.420609998546194,16.33198072662903,16.282927093866203,16.321054816655572,16.350364721371687,16.234221209295935,16.238592948270117,16.431907047157637,16.450318396265267,0.0,16.10285866635931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
2066,3,3,2,3,1,1,2,2,3,4,2,0,1,2,3,2,0.0,4.0,9.059360186663975,9.181900932316838,9.232870126788201,9.248915553146778,9.199829567439831,9.200455239043121,9.28098311841339,9.32842958310395,9.243914363369171,9.25433557591867,9.302204757234067,9.371610502139326,9.181831389826113,9.1193991191263,9.24237061243301,9.249722842788602,9.24614989000274,9.301408104564528,9.203616371049641,9.219842586684194,9.130652449834606,9.207081412262644,9.290568225711485,9.274533284667607,9.31497975709068,9.2872586172666,9.347993103541487,9.405563190597176,9.332317948718014,9.325734349100212,9.283737670200539,9.291159193024654,9.273525825275268,9.15662504780965,9.237833869533024,9.22604242436242,9.232585775051867,9.282226691645944,0.0,9.151048618647154,9.299469105693866,9.231285259256445,9.277443475312962,9.141143494076145,9.199118151287546,9.174291358548107,9.187411428994173,9.33330090093795,9.196302588868349,9.225702359760996,9.137331598819541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
