SCHID,C0196,C0198,C0200,C0202,C0204,C0194,C0560,C0562,FR_LVEL,FR_SIZE,FR_URBAN,INVASIVE,C0190,C0284,C0288,C0308,SVINC08,FR_CATMN,FINALWGT,REPWGT1,REPWGT2,REPWGT3,REPWGT4,REPWGT5,REPWGT6,REPWGT7,REPWGT8,REPWGT9,REPWGT10,REPWGT11,REPWGT12,REPWGT13,REPWGT14,REPWGT15,REPWGT16,REPWGT17,REPWGT18,REPWGT19,REPWGT20,REPWGT21,REPWGT22,REPWGT23,REPWGT24,REPWGT25,REPWGT26,REPWGT27,REPWGT28,REPWGT29,REPWGT30,REPWGT31,REPWGT32,REPWGT33,REPWGT34,REPWGT35,REPWGT36,REPWGT37,REPWGT38,REPWGT39,REPWGT40,REPWGT41,REPWGT42,REPWGT43,REPWGT44,REPWGT45,REPWGT46,REPWGT47,REPWGT48,REPWGT49,REPWGT50,IC0110,IC0112,IC0114,IC0116,IC0120,IC0122,IC0124,IC0126,IC0128,IC0130,IC0132,IC0134,IC0136,IC0138,IC0140,IC0141,IC0142,IC0143,IC0144,IC0146,IC0148,IC0150,IC0152,IC0154,IC0156,IC0158,IC0160,IC0162,IC0164,IC0166,IC0168,IC0169,IC0170,IC0171,IC0172,IC0173,IC0174,IC0176,IC0178,IC0180,IC0182,IC0184,IC0186,IC0188,IC0190,IC0192,IC0194,IC0196,IC0198,IC0200,IC0202,IC0204,IC0206,IC0208,IC0210,IC0212,IC0214,IC0216,IC0218,IC0220,IC0222,IC0224,IC0226,IC0228,IC0230,IC0244,IC0246,IC0248,IC0250,IC0252,IC0254,IC0256,IC0258,IC0260,IC0262,IC0264,IC0266,IC0268,IC0270,IC0272,IC0274,IC0276,IC0280,IC0282,IC0284,IC0286,IC0288,IC0290,IC0292,IC0294,IC0296,IC0298,IC0300,IC0302,IC0304,IC0306,IC0308,IC0374,IC0376,IC0378,IC0380,IC0382,IC0384,IC0386,IC0388,IC0390,IC0392,IC0394,IC0396,IC0398,IC0400,IC0402,IC0404,IC0406,IC0408,IC0410,IC0412,IC0414,IC0416,IC0418,IC0420,IC0422,IC0424,IC0426,IC0428,IC0430,IC0432,IC0434,IC0436,IC0438,IC0440,IC0442,IC0444,IC0446,IC0448,IC0450,IC0452,IC0454,IC0456,IC0508,IC0510,IC0512,IC0514,IC0516,IC0518,IC0520,IC0526,IC0528,IC0532,IC0534,IC0536,IC0538,IC0540,IC0542,IC0544,IC0546,IC0556,IC0558,IC0560,IC0562,IC0568,IC0570,IC0572,C0116,C0120,C0124,C0126
934,4,4,3,1,2,2,3,3,1,3,2,0,1,3,3,2,0.0,4.0,66.58471562489767,68.556289335241,68.21411548864054,67.85117754329214,68.84405598610051,68.48968409042962,67.85620973813651,67.99365138434041,68.01613068295256,67.15560842300893,67.91652640782294,67.97034391169481,67.45685342292678,67.32791596556557,68.46780085397081,67.93903522575292,68.09875896436778,67.7429310975533,67.2215693879027,67.31779557781046,66.81595458924586,67.59148475056163,67.97434628374617,67.97120387291335,67.81115241272057,67.63742662455135,67.6502879140251,68.29371034267494,68.50476967032093,67.73139998300078,68.50186087242854,67.67803866646332,68.08129997645693,68.05766815190982,68.15661008313035,68.36331421379006,67.83840164138792,0.0,68.55601454295635,67.96886631212963,68.53142879482057,68.44490814688125,68.00449642560154,67.24458368642233,67.47461259593638,67.15920908061607,67.82982596797716,68.09067510541443,68.0121044509539,68.46682196565666,67.98511686291866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
935,3,2,2,1,2,2,2,2,3,4,4,1,1,3,3,2,0.0,2.0,9.311078123157838,9.542845051727348,9.464310897875341,9.425092318352288,9.449903890113852,9.54406419072456,9.511982061394011,9.68003641165064,9.385765027075028,9.470729969180377,9.38260682393764,9.451136009170263,9.406881285434123,9.405360369552037,9.460445190572175,9.384764367481395,9.409031424153126,9.575877878953797,9.550624862160033,9.532865339277494,9.4367999975133,9.432110899871175,0.0,9.480943836052539,9.434121787669405,9.474377580467657,9.528688663527204,9.560788262535414,9.474856027602744,9.472007978616798,9.444181533194916,9.545934243982227,9.372630314665372,9.458960552240155,9.466977008641141,9.457360213734379,9.47134526104254,9.606036443673815,9.583630946033757,9.56573966070243,9.541490576250524,9.56865905049058,9.723573431021924,9.625507492565172,9.547748045708852,9.509123471166834,9.596895135352918,9.599524729430701,9.533685983548507,9.49322833395054,9.612804602770474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0
936,4,4,4,2,1,2,4,3,2,3,2,0,1,3,3,2,0.0,3.0,16.017388778224756,16.48780059258877,16.45864998613105,16.473016149775564,16.486420936195746,16.330272097452106,16.37239358205768,16.379463349527022,16.40389634101302,16.39522678151499,16.55086820086702,16.41755752710935,16.252372106637765,16.358103069283835,16.422951537467956,16.263252994907695,16.216388829612182,16.43006915669479,16.391720037385443,0.0,16.33881485830307,16.359859514315403,16.257735275950473,16.316684395168927,16.21959634830823,16.22298889810852,16.412371067595046,16.386717388881085,16.485388730245184,16.409692246444187,16.29109916266151,16.329647794293226,16.334543028000834,16.313702701087486,16.32627124899769,16.243014761620465,16.361330133332675,16.27508627716315,16.246943080660724,16.123540785628673,16.420609998546194,16.33198072662903,16.282927093866203,16.321054816655572,16.350364721371687,16.234221209295935,16.238592948270117,16.431907047157637,16.450318396265267,16.34414100920321,16.10285866635931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
937,3,3,3,1,2,2,3,3,2,3,4,0,2,3,3,2,0.0,2.0,15.446081657816332,15.906958715705375,15.8030151642887,15.568554039555924,15.88536907520662,15.761572469014284,15.442283775786308,15.631614659449014,15.764508475254125,15.859705897638673,15.716812151580196,15.659511342252406,15.816814782919652,15.778257728051235,15.535075450206254,15.748000387439074,15.65519456119969,15.966699894654166,15.735222330107018,15.696724225046305,15.902365212360378,15.617752889681018,15.589174500390959,15.94642043741938,16.018902046277432,16.07106500752464,15.859147367708616,16.018833675082774,15.759318594585354,15.782656671191935,15.834229315246377,15.814737862728872,15.839452260441963,15.782339970323322,15.587955935474957,15.515831994492613,15.778169773580817,15.64724978668715,16.024456485624203,15.726877240336718,15.699532280343714,15.884453252404521,15.676638125262738,15.952093776999034,15.944794576116792,15.894074151143647,15.494682827715524,15.560645716074577,15.862803187180402,15.660904911494153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
938,2,3,2,1,1,1,3,3,3,3,4,1,1,2,3,2,0.0,2.0,14.25604947996484,14.55610241148188,14.677113084295735,14.535674333191592,14.695981997319064,14.671919274806077,14.670435291344331,14.64749947545895,14.537562464832225,14.644090179602838,14.48244723821989,14.36886045139197,14.551726364520201,14.506355381570906,14.6373555862342,14.499364899193525,14.396264121292957,14.394450978432332,14.413642364082337,0.0,14.530292863136877,14.562043520679442,14.454803673237508,14.377551394796114,14.4407304990779,14.396747554762275,14.372009728287221,14.40486619217155,14.587474876988187,14.493439284226358,14.44157183695123,14.636308858705124,14.367021479371607,14.481209386070955,14.47821564516008,14.435347096473734,14.73756021054738,14.668757455204302,14.605926307357539,14.557691451558764,14.555588028986662,14.475605715254321,14.661158954836853,14.621424421616494,14.712740716420809,14.74013121815826,14.536733506597281,14.739746059703732,14.642144556237348,14.6723943545791,14.731832116927936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0
939,3,3,1,1,2,2,3,3,2,4,2,0,2,2,2,2,0.0,2.0,10.884674092300033,10.993736949800448,11.040711643958621,0.0,11.09349949815861,11.19617694395882,11.268994576431398,11.11539364150283,10.97496021635471,11.291097471232586,11.065633865663884,11.026424637194356,11.189136044765556,11.276951894964688,11.098673996657542,11.05060983796795,11.186689673498043,11.016693692787324,11.112686345715401,10.997493145973419,11.252293355633086,11.106660112604331,11.103083994060889,11.056375740665908,11.057359163303483,11.244254246994219,11.12366590380978,11.045838156948056,10.968415702448658,10.96533236011178,11.110155360179292,11.061259471326014,10.945108444153469,11.257910998684457,11.11639964244051,11.138729174187763,11.240368919493571,11.165496321987339,11.108419206537203,11.027247381047196,10.982716557356747,10.951542554985487,11.106233097083917,11.248844173151793,11.333173005156702,11.14870417100522,11.199750647371994,11.050182034109817,10.82800294234769,11.14467537297415,11.198049470421667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
940,4,4,4,3,1,2,3,3,1,4,4,0,2,3,3,2,2.0,3.0,22.102501591630094,22.96372111361896,23.258230116159176,22.933173621009395,22.93754580215743,22.320760884199952,22.9959476478473,22.37959982293709,23.54552969845915,22.092098483334556,23.53554896504696,23.47993919854706,22.34618214587241,23.546932622151996,22.65580591440639,23.3545828388048,22.24454131085457,23.38801148869524,22.014264040906053,22.722579630504036,22.126168324169825,22.32069354751118,21.981734867242434,22.07201143382707,22.64017540682255,22.06073310629041,22.4816864349369,0.0,22.519409776784553,22.883260799355607,22.296705552869245,22.84897816265406,22.742846280079725,22.813388892300093,22.08712492646785,22.246373476323427,22.049004216569596,22.141083957848497,22.21122624903764,22.093022747837573,21.94072718303582,22.392371521182103,22.025534336657305,23.105082984251048,23.094643435194367,23.346587248167502,21.682782299666464,21.871483793015237,23.12957945496389,22.242660243945185,21.861288114175405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,2.0,2.0
941,3,2,3,1,1,2,3,3,2,2,4,0,1,2,2,2,0.0,1.0,18.433325803525626,18.847193982343473,18.700509472244505,18.783041234310893,18.885133971960087,18.689344837390113,18.68530436462139,18.73427003381978,18.804286176267123,18.852714755445994,18.68716446225276,18.867974480133554,18.856430651696975,18.481027427580774,18.83667303385899,18.93898634112261,18.636588246853396,18.96266525649878,18.670160612228408,18.90872834259882,18.951047490906014,18.883145447096386,18.804059543488812,18.730306602123775,18.839340135041837,19.047737987210404,18.836160975555288,18.98026258756449,18.749990954503826,18.602527062937504,18.938326730110806,18.63067075227563,18.762965880529386,18.78033657258389,18.130815483357924,18.583649021037278,18.68491838047553,18.829463337573266,18.91422728942038,18.929157478377306,18.825482689652535,18.694601129465024,18.90991520332986,18.98025660766605,18.99586578874821,19.09533897415523,19.149083623641967,18.974634184960202,18.968978439816357,18.57176020842966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
942,3,2,1,1,1,2,3,3,3,3,4,1,2,3,2,2,0.0,2.0,15.018870162596496,15.533544451880207,15.512105623862789,15.12736043623767,15.33430048683709,15.395001585629062,15.455423003448232,15.416234474126334,15.392973714635408,15.476543893118466,15.378255406752219,15.11074302135893,15.317797290438634,15.23128858190243,15.399686408337727,15.466912057890722,15.371129022488113,15.368541350926085,15.286962789036574,15.35446563702996,15.254432150975168,15.276543204343994,15.166862275674012,15.30949447552132,15.283658437333441,14.907624126373479,15.222087405713177,15.256133951215316,15.368403860494151,15.280971041323792,0.0,15.373432077562528,15.19900303530212,15.228967223480854,15.172552709866011,15.213432996036687,15.525186804805456,15.354337255987131,15.187686527356938,15.339110694871374,15.364480205793331,15.120571460498233,15.347734828934923,15.461978429188278,15.547472228277199,15.305886722528525,15.31994928949821,15.488301401742289,15.389497636786798,15.303085716450648,15.462091187904054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0
943,3,4,3,1,2,2,3,3,4,1,4,1,2,3,3,2,0.0,3.0,67.78033200385846,68.68515264272118,68.92319219816959,69.65462592580039,69.73398586441114,68.81582666569889,68.28786050635806,71.77235775889788,70.73568650081512,70.24876384989295,70.07580122399624,70.10431677991849,69.5257754261748,70.01547189159793,70.35906820470095,70.24169079212271,69.68433607735632,67.9720430660875,69.95006468708443,70.30935401929568,69.46278340372537,69.87000300180804,69.06804190323585,69.41596017199667,68.95898824602246,67.77452931475477,67.16678902238502,69.36737084594613,69.32302735595063,69.04702926722885,0.0,69.58963652452475,69.80483419037951,69.6998502911231,68.88251129628021,69.66098252933334,69.51836084811222,69.982245700202,67.9502040644506,69.97589695724587,70.51336865672734,67.78218573818961,67.15975590540724,67.76487697508014,67.3046752229588,68.00220700204876,69.07713375449879,68.84367747376807,68.05074544782195,67.82731055910318,68.17772618675258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0
944,4,4,4,2,2,2,3,3,1,3,4,0,2,2,3,2,0.0,2.0,61.35466342321224,62.33491140539461,62.891674411156735,62.06528597566529,62.217231837662524,63.23392771577161,62.396627811390275,62.85983403007436,62.532662586200246,61.15243086674303,62.982474650544965,0.0,62.76855900947597,62.592937215749735,61.72827507595674,61.614753906068366,63.25515811884617,62.81891663559124,62.60149564588404,62.00479188275681,62.220549793652694,61.91834468192525,62.68196839204301,62.235909620985694,62.86530574972663,62.39583991322984,62.85477013576297,62.47271263259972,63.53839294577098,63.46933676091599,62.83421106214416,63.420960646633006,62.221804741855735,62.6403383538729,62.97265883206952,63.453841453770174,61.491714192724565,62.262091471998076,63.06135983555125,62.30983414029441,63.1128747353222,63.33024719426061,62.620341887440695,62.00744570184323,62.63869141816461,62.868470934215736,62.565808441187656,61.82516459912502,62.68410270028246,63.081917287787924,63.83806742553617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
