SCHID,C0196,C0198,C0200,C0202,C0204,C0194,C0560,C0562,FR_LVEL,FR_SIZE,FR_URBAN,INVASIVE,C0190,C0284,C0288,C0308,SVINC08,FR_CATMN
1359,4,4,4,2,2,2,3,3,1,2,4,0,2,3,2,2,0.0,1.0
1360,4,3,2,3,1,2,3,3,1,3,2,0,2,3,3,2,0.0,3.0
1362,4,4,4,2,1,2,3,3,2,2,2,0,1,3,3,2,0.0,1.0
1363,3,2,3,1,1,2,4,3,3,4,4,1,2,3,2,2,0.0,4.0
1364,3,4,1,1,2,2,3,3,2,1,3,0,2,3,3,2,0.0,4.0
1366,2,1,1,1,1,2,3,3,3,3,4,1,1,3,2,2,1.0,3.0
1367,3,3,3,1,1,2,2,2,3,4,1,1,2,2,2,2,1.0,4.0
1368,2,1,5,1,1,2,3,3,3,3,3,0,2,2,2,2,0.0,2.0
1369,2,2,2,2,1,1,1,2,3,4,1,1,1,2,1,2,0.0,4.0
1370,4,4,5,1,1,2,3,3,1,2,2,0,2,3,3,2,0.0,1.0
1371,3,3,3,2,1,2,3,3,2,3,3,1,1,3,3,2,0.0,3.0
1374,5,3,4,1,1,2,2,3,3,4,1,1,2,3,3,2,0.0,3.0
1375,3,4,3,1,1,2,3,3,2,2,2,0,1,3,2,2,0.0,1.0
1377,4,5,3,1,1,2,3,3,2,3,2,0,2,3,2,2,0.0,2.0
1378,4,2,3,1,1,2,2,2,3,4,2,1,1,3,3,2,2.0,4.0
1381,3,3,3,1,2,2,3,3,2,3,2,0,2,3,2,2,0.0,2.0
1383,4,4,4,4,1,2,3,3,1,1,3,0,2,3,3,2,0.0,1.0
1384,2,2,2,3,1,2,3,3,3,4,2,1,2,3,2,2,0.0,4.0
1385,4,3,4,3,2,1,4,3,1,3,1,0,1,3,3,2,0.0,4.0
1386,1,1,1,1,1,2,2,2,3,4,3,1,1,1,1,2,0.0,4.0
1387,2,3,2,1,2,2,3,3,3,3,3,0,2,3,2,2,0.0,2.0
1388,4,4,4,3,1,2,3,3,2,3,2,0,1,3,3,2,0.0,2.0
1389,3,3,2,1,1,2,3,3,3,4,4,1,2,3,2,2,0.0,2.0
1390,2,2,1,1,1,1,3,3,3,4,3,1,1,3,3,2,5.0,2.0
1391,4,4,4,1,1,2,3,3,2,1,3,0,1,3,3,2,0.0,2.0
1392,4,4,4,2,1,2,3,3,1,3,3,0,1,2,2,2,0.0,3.0
1394,2,1,2,1,1,2,2,3,2,3,1,1,2,1,1,2,5.0,4.0
1395,1,1,2,1,1,1,1,1,2,1,1,1,1,3,3,2,0.0,4.0
1396,4,4,4,3,1,2,3,3,3,3,2,0,1,3,3,2,0.0,2.0
1397,4,4,3,2,2,2,3,3,1,4,4,0,2,2,2,2,0.0,2.0
1398,3,3,2,1,2,2,3,3,1,3,2,0,2,3,3,2,0.0,4.0
1399,3,2,3,2,2,2,3,3,3,4,4,1,1,3,2,2,1.0,2.0
1402,2,3,2,1,1,2,2,2,2,1,3,1,1,2,1,2,0.0,4.0
1406,4,4,4,2,1,1,3,3,2,3,1,1,1,3,3,2,0.0,4.0
1407,3,3,2,1,1,2,3,3,3,3,2,0,2,3,3,2,2.0,1.0
1408,3,4,2,1,1,2,4,3,1,2,2,0,1,3,3,2,1.0,4.0
1410,2,4,4,1,2,1,3,3,2,3,3,0,2,3,3,2,0.0,1.0
1411,3,2,2,2,1,1,3,3,2,2,3,0,1,2,3,2,0.0,2.0
1412,3,4,3,1,2,2,3,3,1,2,4,0,2,3,3,2,0.0,4.0
1413,3,3,2,1,1,2,4,2,3,4,2,0,1,2,3,2,0.0,2.0
1415,2,3,2,1,1,1,2,2,3,3,3,1,1,3,3,2,7.0,4.0
1416,2,2,3,1,1,2,3,3,3,4,4,0,1,2,1,1,0.0,2.0
1417,2,1,2,1,2,2,3,3,3,4,2,1,2,3,3,2,0.0,2.0
1418,4,4,3,1,1,2,2,3,2,2,4,0,2,2,2,2,0.0,2.0
1419,3,2,3,1,1,1,3,3,2,3,4,0,1,2,1,2,0.0,3.0
1421,3,3,2,1,2,2,4,3,1,1,2,0,1,2,2,2,0.0,4.0
1422,4,4,3,2,2,2,3,3,1,3,4,1,1,2,2,2,0.0,1.0
1423,1,2,1,1,1,2,3,3,3,3,4,1,2,3,3,2,9.0,2.0
1424,4,4,4,4,1,2,3,3,1,2,2,0,1,3,3,2,0.0,3.0
1425,4,2,2,1,2,2,2,3,2,3,1,0,1,3,2,2,0.0,3.0
1426,2,2,3,1,1,2,3,3,1,1,4,0,1,2,2,2,1.0,3.0
1427,2,2,1,1,1,2,4,3,3,4,1,1,2,3,2,2,0.0,2.0
1428,4,4,3,2,2,2,3,3,1,3,2,0,2,3,3,2,0.0,2.0
1429,2,2,2,1,1,1,2,2,3,4,1,1,2,3,2,2,7.0,2.0
1430,4,4,2,1,1,2,3,3,2,3,1,0,2,3,3,2,0.0,4.0
1431,4,4,3,2,1,2,2,3,2,3,1,1,2,3,2,2,0.0,3.0
1435,4,4,2,3,1,2,4,3,3,1,4,1,2,3,3,2,0.0,3.0
1437,4,4,4,4,2,2,4,3,1,3,1,0,1,3,3,2,0.0,3.0
1438,1,2,2,1,2,2,3,3,3,4,1,0,1,3,3,2,0.0,3.0
1439,2,4,3,1,1,1,1,1,1,1,1,0,1,3,2,2,0.0,4.0
1441,4,2,3,2,1,2,3,3,3,3,2,0,2,3,3,2,0.0,2.0
1442,3,2,2,2,1,2,4,3,1,3,2,0,2,3,3,2,0.0,4.0
1443,3,3,3,2,1,2,3,3,3,4,4,0,1,2,2,2,1.0,3.0
1444,4,3,2,1,1,2,2,2,2,3,1,0,1,2,1,2,0.0,2.0
1445,4,4,4,1,1,2,3,3,2,1,4,0,2,3,3,2,0.0,1.0
1446,4,4,4,3,1,2,3,3,2,3,2,0,1,3,3,2,0.0,3.0
1447,3,4,4,3,1,2,3,3,4,2,1,0,1,3,3,2,0.0,3.0
1448,2,2,3,1,1,2,3,3,4,1,4,0,1,3,2,2,0.0,1.0
1449,1,1,1,1,1,2,3,3,3,3,3,1,1,2,1,2,0.0,2.0
1450,4,4,3,1,2,2,2,2,1,2,2,0,2,2,2,2,0.0,4.0
1453,3,3,4,1,2,2,4,3,2,1,4,1,1,1,1,2,0.0,2.0
1454,3,3,2,2,1,2,2,2,1,3,2,0,2,3,2,2,1.0,4.0
1455,2,1,2,1,1,1,3,3,1,2,4,0,1,3,3,2,0.0,2.0
1456,4,4,4,1,1,2,3,3,2,4,2,0,1,3,3,2,0.0,2.0
1457,3,4,3,2,1,2,3,3,3,4,4,1,1,2,1,2,0.0,3.0
1458,1,2,2,1,1,2,3,3,3,2,4,1,1,2,2,2,0.0,1.0
1459,4,4,3,1,1,2,3,3,3,4,2,1,1,3,3,2,0.0,2.0
1460,4,4,2,2,1,2,3,3,2,3,4,1,1,2,3,2,0.0,1.0
1464,1,2,3,2,2,2,3,3,3,3,1,0,2,3,2,2,0.0,4.0
1465,3,2,2,1,1,2,2,2,2,4,2,1,1,3,3,2,5.0,4.0
1467,2,2,2,1,2,1,1,3,3,4,4,1,1,2,2,2,0.0,4.0
1468,4,3,3,1,1,2,3,3,2,3,2,0,2,3,3,2,0.0,4.0
1469,2,2,2,1,2,2,3,3,2,2,3,1,2,2,2,2,0.0,3.0
1470,4,3,2,1,1,2,3,3,2,3,3,0,2,2,2,2,1.0,2.0
1471,4,4,3,4,1,2,3,3,3,4,2,1,1,3,2,2,3.0,3.0
1472,2,4,3,1,1,2,2,2,1,2,2,0,1,2,1,2,0.0,3.0
1473,2,2,2,2,2,2,3,3,2,3,4,0,2,3,3,2,2.0,3.0
1477,4,4,4,3,1,2,3,3,2,4,2,0,1,3,2,2,0.0,3.0
1480,3,3,4,1,1,2,2,2,1,3,1,0,1,3,2,2,0.0,4.0
1481,2,2,2,1,1,1,2,2,2,4,1,1,1,2,2,2,18.0,4.0
1482,4,4,2,1,2,2,2,2,1,3,1,0,2,3,2,2,0.0,4.0
1484,4,4,4,3,1,2,4,3,2,3,1,0,1,1,1,2,0.0,3.0
1485,4,3,3,3,1,2,3,3,3,4,3,1,1,3,2,2,8.0,4.0
1486,2,3,2,1,1,2,2,3,2,1,4,0,2,2,2,2,0.0,3.0
1487,4,4,3,2,1,1,4,3,3,4,2,0,2,3,3,2,0.0,3.0
1488,4,3,2,1,2,2,3,3,3,3,2,1,2,3,3,2,0.0,2.0
1489,3,3,1,1,1,2,2,2,3,4,1,1,1,2,2,2,1.0,4.0
1490,2,2,2,1,1,1,2,3,3,4,4,1,1,2,1,2,2.0,3.0
1491,2,2,1,1,1,2,1,3,2,3,3,1,1,1,1,2,0.0,2.0
1492,4,2,2,1,1,2,4,3,3,4,4,1,2,2,2,2,0.0,1.0
1493,4,2,3,2,2,1,4,2,2,4,4,1,2,2,2,2,0.0,4.0
1494,1,1,2,1,2,1,4,2,2,2,3,1,1,3,3,2,0.0,4.0
1495,2,2,1,1,1,2,4,3,3,4,2,1,2,3,2,2,0.0,2.0
1497,3,3,3,1,2,2,2,2,2,3,1,1,2,1,1,2,0.0,4.0
1498,2,2,2,1,1,2,2,2,3,4,1,0,1,3,1,2,0.0,3.0
1499,2,2,1,1,2,2,4,2,3,4,3,1,1,3,2,2,0.0,4.0
1500,4,4,3,1,1,2,3,3,1,1,2,0,1,2,3,2,0.0,3.0
1501,1,5,1,2,1,1,4,3,3,4,2,1,1,3,3,2,0.0,4.0
1502,2,4,1,1,2,2,2,2,2,3,3,0,1,3,3,2,0.0,4.0
1504,2,1,3,1,1,2,3,3,3,3,1,0,1,2,2,2,0.0,2.0
1505,4,4,4,4,1,2,3,3,1,1,2,0,2,3,3,2,0.0,1.0
1506,4,4,3,2,2,2,3,3,1,3,4,0,1,3,3,2,0.0,3.0
1507,2,2,2,1,1,2,3,3,3,3,4,1,2,2,2,2,0.0,2.0
1508,4,3,3,2,2,2,3,1,2,2,1,1,1,3,2,2,0.0,3.0
1509,3,4,4,2,1,1,2,2,3,4,1,1,1,3,2,2,0.0,4.0
1510,3,2,2,1,1,2,4,3,1,4,2,1,1,3,2,2,0.0,2.0
1511,1,4,3,2,1,2,4,3,3,3,4,1,2,1,2,2,1.0,3.0
1512,2,3,2,1,1,2,2,3,2,3,1,0,2,3,2,2,0.0,3.0
1513,4,4,2,2,2,2,4,3,3,4,2,1,1,3,2,2,0.0,3.0
1514,4,4,3,3,1,2,3,3,1,3,1,0,1,3,2,2,0.0,2.0
1515,3,2,3,1,1,2,3,3,2,3,4,1,1,3,2,2,0.0,1.0
1516,3,2,3,1,2,1,2,2,1,3,1,0,1,3,1,2,0.0,4.0
1517,4,4,4,1,1,1,3,3,2,3,3,0,1,3,3,2,0.0,3.0
1518,2,3,3,3,1,1,1,1,1,3,1,0,1,3,1,2,0.0,4.0
1519,3,4,4,1,1,1,2,3,2,2,2,0,2,3,3,2,0.0,4.0
1520,1,1,1,1,1,2,3,3,3,4,4,0,2,2,2,2,5.0,4.0
1522,4,1,2,1,1,1,3,3,3,3,3,1,2,3,2,2,0.0,1.0
1523,4,4,4,2,1,2,3,3,1,1,3,0,1,2,2,2,0.0,2.0
1524,2,2,3,1,2,2,3,3,3,3,4,1,2,3,2,2,0.0,2.0
1525,4,4,3,2,1,2,4,2,1,2,3,0,1,2,2,2,0.0,3.0
1526,2,2,2,1,1,2,2,2,3,4,1,1,1,3,2,2,0.0,4.0
1527,2,1,3,1,2,2,3,3,4,2,3,0,2,3,3,2,0.0,1.0
1530,4,3,4,1,1,2,3,3,3,2,2,1,1,3,3,2,0.0,1.0
1531,3,2,2,2,1,2,2,2,3,3,4,0,2,3,2,2,3.0,2.0
1532,5,2,3,1,1,2,3,3,3,4,2,0,2,3,3,2,1.0,2.0
1533,5,3,2,1,2,2,3,3,3,3,3,0,1,2,3,2,1.0,2.0
1536,1,1,1,1,2,2,1,2,3,3,1,1,1,1,2,2,12.0,4.0
1537,4,4,4,4,1,2,3,2,3,4,1,1,1,3,3,2,1.0,3.0
1538,3,3,2,1,2,2,3,3,2,3,2,1,2,2,3,2,1.0,3.0
1539,4,5,2,2,1,2,4,3,3,4,1,1,2,3,3,2,4.0,4.0
1540,4,2,3,1,2,2,4,1,1,4,2,0,2,2,3,2,0.0,4.0
1542,3,4,2,1,1,1,3,3,3,3,4,1,1,3,2,2,0.0,4.0
1543,3,3,1,1,1,2,2,2,2,4,4,0,2,3,3,2,7.0,4.0
1544,3,4,3,1,2,2,3,3,2,3,2,0,1,3,3,2,0.0,2.0
1545,2,3,2,1,1,2,2,3,1,2,2,0,2,3,2,2,0.0,3.0
1546,3,5,3,1,1,2,3,3,3,4,2,1,1,3,3,2,0.0,2.0
1547,3,5,1,1,1,2,2,2,3,4,1,1,2,3,2,2,17.0,2.0
1548,2,2,2,1,1,2,3,3,4,4,4,1,1,2,2,2,0.0,3.0
1549,4,5,3,1,1,1,1,1,3,4,1,0,1,2,3,2,2.0,3.0
1551,3,3,3,2,1,2,3,3,3,4,1,1,2,2,2,2,1.0,2.0
1552,3,4,3,1,1,2,2,3,1,2,2,0,2,3,3,2,0.0,4.0
1553,4,3,3,2,1,2,3,3,1,2,2,0,2,3,3,2,0.0,4.0
1554,4,4,4,1,1,2,3,3,1,1,4,0,2,3,3,2,0.0,1.0
1555,3,3,2,1,1,2,3,3,3,4,2,0,2,3,2,2,1.0,3.0
1556,4,3,2,1,1,2,2,3,3,4,2,0,2,2,2,2,0.0,2.0
1558,2,2,3,2,1,2,3,3,3,4,4,1,2,3,3,2,0.0,3.0
1562,2,5,3,1,1,1,2,2,3,4,2,1,1,2,2,1,1.0,3.0
1563,2,4,4,3,1,2,4,3,3,4,2,0,1,3,3,2,0.0,4.0
1564,4,5,4,4,1,2,4,2,3,4,1,0,2,2,3,2,11.0,4.0
1566,4,3,3,1,1,1,2,2,2,1,1,0,1,2,1,2,0.0,4.0
1567,3,2,1,1,2,2,3,3,2,2,3,1,2,3,3,2,0.0,1.0
1568,4,3,2,4,1,1,3,3,1,2,2,0,1,2,2,2,0.0,3.0
1570,3,3,3,1,2,2,3,3,3,3,4,1,2,2,2,2,0.0,1.0
1571,2,3,1,1,1,2,1,1,2,4,1,0,1,3,2,2,0.0,4.0
1573,4,4,4,4,1,1,4,2,1,2,1,0,1,3,3,2,0.0,3.0
1574,3,5,3,1,1,2,3,2,3,4,2,0,1,2,2,2,0.0,3.0
1575,3,4,3,1,1,2,4,3,3,4,1,1,1,3,1,2,0.0,3.0
1576,3,4,3,3,2,2,3,3,1,3,4,0,1,3,3,2,2.0,1.0
1577,2,3,1,1,1,2,2,2,2,3,1,1,1,3,3,2,2.0,4.0
1578,4,4,4,3,1,1,3,3,1,3,3,0,1,3,3,2,0.0,2.0
1579,3,3,3,3,1,2,3,3,2,1,3,1,1,3,3,2,0.0,1.0
1581,3,2,2,1,1,2,2,3,2,3,3,1,2,3,2,2,0.0,4.0
1582,3,3,2,2,1,1,2,2,3,4,1,1,1,3,2,2,0.0,4.0
1583,4,3,4,3,2,2,3,3,3,4,2,0,1,3,3,2,0.0,2.0
1584,3,3,3,2,1,2,3,3,3,4,2,0,1,3,3,2,0.0,2.0
1585,3,2,2,2,1,2,3,3,3,4,1,1,1,2,2,2,5.0,2.0
1586,4,4,4,2,1,2,3,3,1,1,1,0,1,3,3,2,0.0,3.0
1587,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,0.0,4.0
1588,2,3,2,1,2,2,1,1,2,3,1,1,2,2,1,2,108.0,4.0
1590,4,4,4,3,1,2,3,3,1,1,2,0,1,3,3,2,0.0,2.0
1592,4,4,3,3,2,1,1,1,1,4,1,0,2,1,1,1,0.0,4.0
1594,2,2,3,1,2,1,1,1,1,1,1,0,1,1,1,2,25.0,4.0
1596,4,3,2,1,1,2,3,3,3,4,2,0,2,3,2,2,0.0,2.0
1598,4,4,4,2,1,2,3,3,1,2,2,0,1,3,3,2,0.0,4.0
1599,3,2,2,2,1,2,2,3,1,2,1,0,1,2,1,2,0.0,2.0
1602,3,3,3,1,1,1,3,3,2,3,3,1,1,3,3,2,0.0,4.0
1603,4,4,4,4,1,2,2,2,3,4,1,0,1,1,1,2,10.0,3.0
1604,5,1,1,1,2,2,2,3,2,1,3,1,2,3,3,2,0.0,4.0
1605,3,3,1,1,2,2,1,1,2,4,1,1,2,2,2,2,0.0,4.0
1607,3,3,3,1,2,2,3,3,2,3,2,1,2,2,2,2,1.0,1.0
1608,4,4,4,4,2,2,4,2,1,2,3,0,1,3,3,2,1.0,3.0
1610,3,3,1,2,2,2,3,3,1,2,2,0,2,3,2,2,0.0,3.0
1611,3,4,2,1,1,2,2,2,2,4,2,1,1,3,3,2,0.0,4.0
1612,2,5,3,2,1,2,4,3,3,4,1,1,1,3,2,2,0.0,3.0
1614,3,4,3,2,1,2,3,3,1,2,2,0,2,3,2,2,3.0,3.0
1616,4,4,3,1,2,2,2,2,1,2,3,0,2,2,2,2,10.0,3.0
1617,1,3,4,1,1,2,3,3,4,2,4,1,1,3,1,2,0.0,3.0
1618,4,4,4,2,1,2,4,3,1,3,2,0,1,3,3,2,0.0,4.0
1620,3,3,2,2,1,2,4,3,3,4,2,1,1,3,3,2,0.0,4.0
1621,2,2,2,3,1,2,3,3,3,4,3,1,1,3,3,2,0.0,2.0
1623,4,5,3,2,1,2,4,3,3,4,1,1,2,3,2,2,1.0,3.0
1624,2,2,1,1,2,2,4,2,3,4,1,1,1,3,2,2,1.0,4.0
1625,3,4,3,2,1,2,3,3,1,2,2,0,1,3,3,2,0.0,3.0
1626,4,3,3,1,1,2,3,3,2,3,4,0,1,2,2,2,0.0,2.0
1627,4,4,3,1,1,2,3,3,2,3,2,0,2,3,3,2,0.0,2.0
1628,2,3,3,1,2,2,3,3,3,4,2,0,2,3,3,2,1.0,4.0
1629,1,1,1,1,1,2,2,2,2,3,1,1,2,3,3,2,1.0,3.0
1630,1,1,3,1,2,2,2,2,3,4,3,0,1,2,2,2,0.0,4.0
1631,3,3,4,1,1,2,3,3,3,3,3,0,1,3,3,2,0.0,1.0
1633,4,4,3,3,2,1,1,2,1,2,4,0,1,2,2,2,0.0,1.0
1634,3,3,3,1,1,2,3,3,2,3,2,0,1,3,3,2,0.0,4.0
1635,3,4,2,1,1,2,3,3,1,3,1,0,2,2,3,2,0.0,3.0
1636,3,2,2,1,1,2,4,2,3,4,4,1,1,3,3,2,2.0,3.0
1637,3,3,4,2,1,2,3,3,3,3,4,1,2,3,3,2,0.0,2.0
1639,2,2,2,1,2,2,3,3,3,4,1,0,1,3,2,2,0.0,2.0
1640,3,5,2,1,1,2,3,3,2,3,2,0,2,3,2,2,0.0,4.0
1642,3,1,1,1,2,2,2,2,3,4,1,1,1,2,3,2,1.0,4.0
1645,3,2,3,2,1,2,3,3,3,4,2,1,1,3,3,2,0.0,3.0
1646,4,4,4,4,1,1,4,2,1,2,1,0,2,2,2,2,0.0,2.0
1647,4,4,4,1,2,2,3,3,1,1,3,0,2,2,2,2,0.0,3.0
1648,2,2,4,1,1,2,4,3,2,4,2,1,2,3,3,2,1.0,4.0
1649,3,4,2,5,2,2,3,3,3,3,4,1,2,2,2,2,0.0,3.0
1650,4,4,2,1,1,2,3,3,3,4,4,1,1,2,2,2,0.0,2.0
1651,1,3,1,1,2,1,1,1,1,2,1,0,1,3,1,2,7.0,4.0
1653,4,4,3,1,1,2,3,3,2,3,2,0,2,3,2,2,0.0,3.0
1654,4,4,3,3,1,2,3,3,1,3,2,0,1,3,3,2,0.0,2.0
1655,4,4,2,1,1,1,2,2,1,3,4,0,1,1,2,2,1.0,4.0
1657,2,4,3,1,1,1,3,3,3,3,4,0,2,3,3,2,0.0,1.0
1659,4,4,3,1,1,2,2,2,1,3,1,0,1,3,2,2,0.0,4.0
1661,4,4,4,2,2,2,1,2,1,2,1,0,1,3,3,2,0.0,4.0
1662,2,2,3,1,1,2,2,3,2,3,1,0,1,3,3,2,1.0,4.0
1663,4,4,4,3,1,1,3,3,2,4,2,0,2,3,3,2,1.0,3.0
1664,3,2,4,1,1,2,2,2,2,3,4,1,1,2,2,2,0.0,3.0
1666,3,4,3,1,1,1,1,1,1,1,1,0,1,3,3,2,0.0,4.0
1667,2,2,1,2,2,2,2,2,3,4,1,1,1,2,1,2,0.0,4.0
1670,3,3,2,5,1,1,3,3,3,4,2,1,1,3,3,2,0.0,1.0
1671,1,2,3,5,2,2,3,3,2,3,3,1,2,3,3,2,0.0,1.0
1672,4,4,4,1,1,2,4,3,1,2,1,0,2,2,2,2,2.0,4.0
1673,4,4,3,2,1,2,3,3,1,1,1,0,2,3,3,2,0.0,2.0
1674,2,4,3,2,1,2,2,3,4,1,4,1,2,2,2,2,0.0,1.0
1676,4,4,3,2,1,2,3,3,1,3,4,0,1,3,3,2,0.0,4.0
1677,5,4,3,2,1,2,3,3,3,4,2,1,1,3,3,2,0.0,2.0
1678,2,2,2,2,2,2,2,2,2,3,1,1,2,3,3,2,1.0,4.0
1679,4,4,3,2,2,1,3,3,1,2,2,0,1,3,2,2,0.0,4.0
1680,4,5,4,1,2,2,4,3,2,3,1,0,1,3,3,2,0.0,3.0
1682,2,5,1,1,1,2,3,3,3,4,1,0,2,3,2,2,3.0,3.0
1683,3,2,3,1,1,2,3,3,2,1,3,0,2,3,3,2,0.0,2.0
1684,3,2,4,1,2,2,4,3,3,4,4,1,2,3,2,2,1.0,3.0
1686,3,2,2,1,1,2,4,3,3,4,1,0,1,3,2,2,1.0,4.0
1687,3,2,2,1,1,2,3,3,3,4,3,1,2,3,3,2,0.0,3.0
1689,5,3,3,5,2,2,3,3,3,1,4,0,2,3,3,2,0.0,2.0
1691,2,2,1,1,2,2,1,1,1,2,1,0,1,2,2,2,0.0,4.0
1693,4,4,3,1,2,2,3,3,2,2,2,0,2,3,3,2,0.0,2.0
1696,3,2,2,1,1,2,3,3,2,3,4,0,2,2,2,2,0.0,1.0
1697,2,1,1,1,2,2,3,3,2,3,4,1,2,3,3,2,0.0,1.0
1698,4,3,2,2,1,2,3,3,1,3,3,0,2,2,3,2,0.0,3.0
1699,4,4,4,4,2,1,2,2,3,4,1,1,1,2,1,2,8.0,4.0
1700,4,4,4,4,1,2,4,3,2,4,2,0,1,2,2,2,0.0,4.0
1701,2,2,1,1,2,1,2,3,3,4,2,1,1,2,1,2,1.0,4.0
1702,3,2,3,1,1,2,2,2,3,4,1,1,1,2,2,2,0.0,4.0
1703,4,4,4,4,1,1,3,3,1,3,2,0,1,2,3,2,0.0,4.0
1704,4,4,4,2,1,2,3,3,2,3,1,1,1,3,3,2,0.0,2.0
1706,4,4,4,4,1,2,3,3,1,3,2,0,1,3,3,2,0.0,2.0
1708,3,3,3,3,1,1,3,3,3,4,4,1,1,2,2,2,0.0,4.0
1709,4,4,4,4,1,2,3,3,1,1,2,0,1,3,3,2,0.0,1.0
1710,4,4,4,3,1,2,3,3,1,2,3,0,2,2,2,2,0.0,2.0
1711,4,4,3,2,1,2,4,3,2,2,1,1,1,2,2,2,0.0,4.0
1712,2,2,4,3,1,2,4,3,2,3,2,0,1,3,3,2,1.0,2.0
1713,4,4,3,1,2,2,3,3,3,4,2,1,2,3,3,2,10.0,4.0
1714,3,4,3,1,1,2,2,3,2,2,4,1,2,3,2,2,0.0,1.0
1715,4,4,2,3,2,2,3,3,3,1,4,1,1,3,3,2,0.0,3.0
1716,3,3,3,1,2,2,3,3,2,4,2,1,2,3,3,2,0.0,3.0
1717,2,3,2,1,1,1,1,1,2,4,2,1,1,2,3,2,13.0,4.0
1718,4,4,4,2,1,2,3,3,1,3,2,0,1,3,3,2,0.0,1.0
1720,4,3,2,1,1,2,3,3,3,4,3,1,1,2,2,2,6.0,2.0
1721,3,2,2,2,1,1,1,1,4,1,1,1,1,2,2,2,0.0,4.0
1722,3,5,3,2,1,1,4,3,3,4,1,1,1,3,2,2,0.0,4.0
1723,4,2,1,1,1,2,2,2,2,3,2,0,1,2,2,2,0.0,4.0
1725,3,3,2,1,2,2,3,3,1,3,4,0,2,2,2,2,10.0,2.0
1726,2,1,1,1,1,1,3,3,1,2,3,0,1,3,2,2,0.0,1.0
1727,4,4,4,1,2,2,3,3,1,3,3,0,2,2,2,2,0.0,2.0
1728,4,3,1,1,2,2,1,1,2,2,1,1,1,2,3,2,0.0,2.0
1729,4,4,3,2,1,1,2,3,1,3,1,0,1,2,2,2,0.0,4.0
1730,2,2,3,1,1,2,3,3,3,3,2,0,2,3,3,2,0.0,2.0
1733,2,4,2,1,2,2,1,1,3,4,1,0,2,2,3,2,0.0,3.0
1734,4,4,2,2,1,1,2,2,1,3,1,0,2,2,2,2,0.0,4.0
1735,2,2,1,1,1,1,2,2,3,2,1,1,2,3,3,2,0.0,4.0
1736,4,4,4,3,1,2,3,3,3,4,2,1,1,3,3,2,1.0,1.0
1737,3,3,3,1,1,2,2,2,2,3,3,0,1,2,1,2,0.0,4.0
1738,3,2,2,1,1,1,1,1,2,4,1,1,1,3,2,2,13.0,4.0
1741,4,4,4,1,2,2,3,3,2,3,3,0,2,3,2,2,1.0,4.0
1744,4,3,4,2,1,1,3,3,2,2,4,0,1,3,3,2,0.0,4.0
1746,3,3,1,1,1,2,3,3,2,3,4,1,2,2,2,2,0.0,2.0
1747,4,4,4,1,1,1,3,3,2,3,2,0,2,2,2,2,0.0,3.0
1749,4,5,4,1,1,2,3,3,2,3,2,0,2,3,2,2,0.0,3.0
1750,5,3,4,1,1,2,3,3,3,3,2,1,1,3,3,2,0.0,1.0
1751,2,3,2,1,2,1,3,3,1,3,1,1,1,1,1,2,0.0,4.0
1752,4,4,4,2,1,2,3,3,2,2,3,1,1,3,3,2,0.0,2.0
1754,2,3,3,2,1,2,2,2,3,2,4,1,2,2,3,2,0.0,4.0
1755,4,3,3,2,2,2,3,3,2,4,2,1,2,3,3,2,0.0,3.0
1756,3,2,2,2,2,2,3,3,2,4,2,0,1,2,2,2,0.0,2.0
1758,3,4,3,1,1,2,2,2,1,2,1,0,1,3,2,2,0.0,4.0
1759,4,4,3,3,1,2,3,3,1,2,4,0,1,3,3,2,0.0,3.0
1760,5,2,3,1,1,2,3,3,4,1,4,1,1,3,3,2,0.0,1.0
1762,2,3,2,2,1,1,2,2,1,2,1,0,1,2,2,2,0.0,4.0
1763,1,2,1,1,1,1,2,2,3,4,2,1,1,1,2,2,2.0,4.0
1766,4,4,4,4,1,2,3,3,1,3,2,0,1,2,2,2,0.0,3.0
1767,4,2,3,1,2,2,3,3,2,3,2,1,1,3,2,2,0.0,1.0
1769,3,4,3,1,1,2,2,2,2,2,3,0,1,3,2,2,0.0,3.0
1770,3,1,1,1,1,2,4,3,2,3,2,1,1,3,3,2,0.0,3.0
1771,4,4,3,2,1,2,3,3,2,4,2,0,1,3,3,2,1.0,2.0
1772,3,2,2,1,1,2,3,3,2,3,1,0,1,3,3,2,0.0,4.0
1773,4,5,3,1,1,2,3,3,2,2,4,0,1,3,2,2,1.0,1.0
1774,3,3,3,1,2,2,3,3,2,3,1,0,2,3,3,2,0.0,4.0
1775,4,4,4,1,1,2,4,3,2,3,1,0,1,3,3,2,0.0,3.0
1776,4,4,4,3,1,2,4,3,1,1,2,0,2,3,3,2,0.0,2.0
1777,2,1,1,1,2,2,3,3,2,3,1,0,1,3,3,2,0.0,3.0
1778,3,4,3,2,1,2,3,3,1,2,2,0,2,3,2,2,1.0,2.0
1779,4,4,2,1,1,2,3,3,1,2,4,0,1,2,2,2,0.0,1.0
1781,2,1,2,1,2,1,4,3,3,1,1,0,2,1,1,2,0.0,3.0
1782,1,5,1,1,2,2,4,3,3,4,1,1,1,2,2,2,1.0,4.0
1784,3,2,2,1,1,2,3,3,3,3,4,1,1,2,3,2,3.0,1.0
1785,4,3,2,1,2,2,4,3,2,3,2,0,2,2,2,2,0.0,4.0
